Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Kelly Klima	0	11.15	4.11	4.04	3.89	3.91	4.17	3.95	4.34	3.98	3.88	6
"Klima, K."	0	11.15	4.11	4.04	3.89	3.91	4.17	3.95	4.34	3.98	3.88	6
"Eshelman, M."	0	7.11	4.02	3.29	3.52	3.87	4.08	3.57	4.63	3.66	3.87	6
Melinda Eshelman	0	7.11	4.02	3.29	3.52	3.87	4.08	3.57	4.63	3.66	3.87	6
Nicholas Leger	0	7.26	3.8	3.96	3.93	3.86	3.84	4	4.46	3.82	3.84	6
Eric Vazquez	0	6.58	4.03	3.96	3.98	4.3	3.94	4.01	4.21	4.04	3.78	6
Walter Young	0	5.27	4.4	4.43	4.32	3.67	3.83	4.02	3.99	3.93	3.77	6
"Kushnir, A."	0	7.38	4.25	4.09	4.07	3.76	4.1	3.85	4.39	3.77	3.75	6
Alexey Kushnir	0	7.38	4.25	4.09	4.07	3.76	4.1	3.85	4.39	3.77	3.75	6
Shu Lin Wee	0	9.26	4.2	3.96	3.89	3.76	4.02	3.88	4.61	3.74	3.73	6
"Ayoob, J."	0	9.4	4.65	4.13	4.03	4.31	4.28	4.37	4.77	4.37	3.7	6
Echo Eggebrecht	0	11.87	4.39	2.76	2.95	3.99	3.92	3.38	4.15	3.7	3.69	6
Gurgen Hayrapetyan	0	8.08	3.93	3.73	3.75	3.59	3.61	3.77	4.41	3.69	3.68	6
Efthymios Athanasiou	0	4.45	3.96	3.65	3.7	3.33	3.81	3.89	4.69	3.73	3.66	6
Linda Pesante	0	3.04	4.26	4.01	3.93	4.45	4.1	3.97	4.64	4.05	3.64	6
Kaifu Zhang	0	5.62	4.26	3.36	3.61	3.34	4.17	3.86	4.53	3.81	3.61	6
John Flaherty	0	4.67	4.03	3.58	3.48	3.47	4.07	3.55	3.98	3.54	3.59	6
"Flaherty, J."	0	4.67	4.03	3.58	3.48	3.47	4.07	3.55	3.98	3.54	3.59	6
John Mccarthy	0	3.33	4.47	4.08	3.92	4.17	4.36	4.2	4.58	3.81	3.55	6
Anis Charfi	0	12.82	4.03	3.72	3.78	3.9	3.98	3.84	4.51	3.72	3.52	6
"Charfi, A."	0	12.82	4.03	3.72	3.78	3.9	3.98	3.84	4.51	3.72	3.52	6
"Brooks, K."	0	16.63	3.83	3.32	3.37	3.23	3.48	3.29	3.75	3.21	3.41	6
Kelle Brooks	0	16.63	3.83	3.32	3.37	3.23	3.48	3.29	3.75	3.21	3.41	6
Benjamin Zamzow	0	8.52	4.08	3.69	3.63	3.48	3.66	3.35	4.42	3.36	3.4	6
Kristopher Rush	0	6.85	3.58	3.62	3.69	3.11	3.86	3.74	4.27	3.48	3.3	6
"Rush, K."	0	6.85	3.58	3.62	3.69	3.11	3.86	3.74	4.27	3.48	3.3	6
Shelby Stewman	0	7.38	3.71	2.52	2.82	3.31	3.71	3.01	3.99	3.05	3.25	6
Molly Rice	0	7.11	3.69	3.29	3.22	3.2	3.59	3.5	3.39	3.24	3.01	6
"Bonime, T."	0	2.65	3.08	3.25	3.16	3.06	3.07	3.09	3.24	3.09	2.95	6
"Shukla, N."	0	2.67	3.07	3.24	3.14	3.02	3.05	3.07	3.22	3.06	2.93	6
Nicole Hassoun	0	6.64	3.53	2.9	2.96	2.6	3.33	3.1	3.58	2.84	2.91	6
"Kissel, K."	0	2.67	3	3.17	3.08	2.98	2.99	3	3.18	3.02	2.9	6
Eric Sloss	0	6.06	3.32	2.59	3.06	2.7	3.48	2.91	3.44	2.77	2.86	6
Norman Frisch	0	7.79	3.08	2.08	2.21	2.12	3.14	2.61	3.18	2.38	2.48	6
Byron Easley	0	2.63	5	5	5	5	5	5	5	5	5	5
Laura Very	0	8.38	4.98	4.98	4.98	4.98	4.96	5	4.88	5	5	5
Richard Cowan	0	9.2	4.96	4.92	4.92	4.93	5	4.93	4.93	4.93	4.93	5
Geoffrey Harkness	0	6.6	4.7	4.76	4.7	4.67	4.77	4.84	4.86	4.78	4.81	5
Peter Guild	0	9.1	4.9	5	4.9	5	4.83	5	4.93	4.9	4.8	5
"Guild, P."	0	9.1	4.9	5	4.9	5	4.83	5	4.93	4.9	4.8	5
Melissa Murphy	0	7.75	4.85	4.45	4.67	4.65	4.88	4.73	4.96	4.78	4.8	5
Mark Paulk	0	8.28	4.56	4.83	4.79	4.49	4.98	4.94	4.75	4.85	4.79	5
Alexander Ryabov	0	7.96	4.85	4.8	4.73	4.66	4.9	4.76	4.68	4.8	4.78	5
"Ryabov, A."	0	7.96	4.85	4.8	4.73	4.66	4.9	4.76	4.68	4.8	4.78	5
"Aiken-Smith, L."	0	5.35	4.83	4.71	4.69	4.61	4.81	4.69	4.82	4.59	4.78	5
Lauren Aiken-Smith	0	5.35	4.83	4.71	4.69	4.61	4.81	4.69	4.82	4.59	4.78	5
Ihab Younis	0	10.13	4.82	4.76	4.81	4.82	4.8	4.76	4.94	4.75	4.76	5
"Younis, I."	0	10.13	4.82	4.76	4.81	4.82	4.8	4.76	4.94	4.75	4.76	5
Candice Amich	0	7.91	4.87	4.78	4.58	4.84	4.85	4.81	4.94	4.8	4.75	5
Martina Wells	0	7.75	4.76	4.8	4.7	4.72	4.66	4.71	5	4.67	4.72	5
Aurorat	0	9.56	4.88	4.82	4.77	4.84	4.69	4.89	4.86	4.78	4.69	5
Valentina Vavasis	0	7.47	4.82	4.76	4.78	4.76	4.81	4.77	4.89	4.78	4.67	5
James Hoburg	0	8.9	4.8	4.71	4.73	4.52	4.83	4.82	4.83	4.81	4.66	5
"Hoburg, J."	0	8.9	4.8	4.71	4.73	4.52	4.83	4.82	4.83	4.81	4.66	5
"Dantonio, J."	0	6.23	4.86	4.66	4.65	4.54	4.71	4.68	4.82	4.71	4.65	5
Jason Dantonio	0	6.23	4.86	4.66	4.65	4.54	4.71	4.68	4.82	4.71	4.65	5
Amal Al-Malki	0	7.55	4.67	4.64	4.64	4.64	4.77	4.71	4.83	4.63	4.63	5
Alex Imas	0	7.34	4.71	4.71	4.69	4.2	4.66	4.58	4.81	4.63	4.61	5
Crystal Grove	0	4.8	4.3	4.75	4.48	4.23	4.48	4.52	4.54	4.54	4.61	5
Jared Cohon	0	7.33	4.74	4.57	4.64	4.59	4.77	4.76	4.86	4.63	4.6	5
Geoffrey Glover	0	8.44	4.68	4.46	4.4	4.65	4.39	4.47	4.9	4.71	4.59	5
Mohammad Delasay Sorkhab	0	7.85	4.76	4.69	4.59	4.58	4.6	4.61	4.82	4.63	4.59	5
Brian Carpenter	0	8.29	4.55	4.73	4.78	4.65	4.53	4.58	4.7	4.54	4.59	5
"Frens, J."	0	17	4.43	4.17	4.42	4.49	4.64	4.38	4.63	4.57	4.58	5
Johannes Frens	0	17	4.43	4.17	4.42	4.49	4.64	4.38	4.63	4.57	4.58	5
Casey Droege	0	11.11	4.61	4.7	4.73	4.6	4.44	4.7	4.91	4.67	4.57	5
"Imam, R."	0	7.09	4.71	4.26	4.43	4.37	4.75	4.59	4.59	4.57	4.56	5
Razi Imam	0	7.09	4.71	4.26	4.43	4.37	4.75	4.59	4.59	4.57	4.56	5
Maria Pia Gomez Laich	0	9.65	4.63	4.8	4.65	4.7	4.69	4.8	4.9	4.68	4.55	5
"Kachniasz, J."	0	17.01	4.47	4.14	4.23	4.3	4.3	4.35	4.72	4.29	4.54	5
Julie Kachniasz	0	17.01	4.47	4.14	4.23	4.3	4.3	4.35	4.72	4.29	4.54	5
Jordan Rodu	0	7.38	4.76	4.51	4.52	4.26	4.66	4.53	4.88	4.61	4.51	5
Paolo Malabuyo	0	13.35	4.6	4.49	4.49	4.58	4.45	4.43	4.59	4.53	4.51	5
Mina Cikara	0	6.7	4.64	4.53	4.59	4.17	4.73	4.58	4.78	4.63	4.5	5
Yan Liu	0	8.54	4.78	4.59	4.53	4.85	4.53	4.64	4.89	4.57	4.5	5
Qiong Li	0	9.28	4.71	4.47	4.53	4.55	4.57	4.55	4.79	4.55	4.49	5
Feng Xiao	0	8.92	4.76	4.71	4.66	4.7	4.59	4.65	4.84	4.55	4.48	5
Marvin Goodfriend	0	8.78	4.32	4.38	4.46	3.81	4.73	4.42	4.29	4.41	4.48	5
Peter Berget	0	7.78	4.08	4.21	3.87	4.09	4.41	4.5	4.47	4.1	4.47	5
Mohammad Zaidi	0	7.53	4.57	4.44	4.55	4.32	4.64	4.49	4.77	4.63	4.46	5
Igor Vishnevetsky	0	6.6	4.27	3.93	4	3.73	4.57	4.6	3.97	4.43	4.43	5
"Joshuah, ."	0	10.83	4.52	4.44	4.49	4.42	4.66	4.6	4.69	4.58	4.42	5
William Messner	0	8.41	4.73	4.61	4.56	4.3	4.31	4.46	4.62	4.59	4.4	5
Natalie Komarov	0	8.54	4.5	4.46	4.45	4.28	4.43	4.45	4.62	4.45	4.37	5
"Komarov, N."	0	8.54	4.5	4.46	4.45	4.28	4.43	4.45	4.62	4.45	4.37	5
Solesne Bourguin	0	11.7	4.46	4.51	4.43	3.98	4.26	4.48	4.41	4.4	4.37	5
Daniel Rodriguez Vanegas	0	11.32	4.27	4	4.13	3.83	4.26	4.26	4.62	4.25	4.36	5
Shingo Ichikawa	0	9.83	4.5	4.37	4.32	4.42	4.48	4.5	4.85	4.44	4.33	5
"Ichikawa, S."	0	9.83	4.5	4.37	4.32	4.42	4.48	4.5	4.85	4.44	4.33	5
Natalie Suzelis	0	8.47	4.57	4.31	4.27	4.44	4.6	4.43	4.84	4.52	4.32	5
David Schuldt	0	7.55	4.48	4.57	4.55	4.65	4.46	4.53	4.68	4.52	4.32	5
Kelly Lyons	0	5.97	4.57	4.41	4.54	4.43	4.03	4.35	4.77	4.48	4.32	5
Wandi Bruine De Bruin	0	6.13	4.58	4.48	4.39	4.47	4.48	4.4	4.76	4.48	4.32	5
James Otoole	0	17.09	4.61	3.72	3.67	4.25	4.37	4.01	4.53	4.33	4.31	5
"Otoole, J."	0	17.09	4.61	3.72	3.67	4.25	4.37	4.01	4.53	4.33	4.31	5
Horacio Arlo-Costa	0	8.14	4.31	4.3	4.53	3.9	4.55	4.55	4.66	4.26	4.31	5
Conor Mayo-Wilson	0	8.49	4.51	4.27	4.17	4.43	3.93	4.46	4.72	4.54	4.3	5
Paul Mazaitis	0	6.73	4.76	4.46	4.66	4.55	4.54	4.48	4.73	4.52	4.3	5
"Mazaitis, P."	0	6.73	4.76	4.46	4.66	4.55	4.54	4.48	4.73	4.52	4.3	5
Matthew Hannigan	0	6.83	4.53	4.57	4.56	4.17	4.49	4.46	4.71	4.35	4.28	5
Mary Radcliffe	0	8.37	4.53	4.37	4.31	4.01	4.33	4.55	4.64	4.46	4.27	5
Janine Carlock	0	8.88	4.53	4.39	4.43	4.6	4.2	4.49	4.72	4.38	4.27	5
Yisong Guo	0	10.48	4.33	4.44	4.38	4.23	4.22	4.25	4.76	4.22	4.27	5
Richard Wice	0	8.44	4.36	4.42	4.35	4.18	4.51	4.41	4.68	4.3	4.25	5
Matthew Walker	0	7.64	4.6	4.55	4.47	4.35	4.45	4.49	4.7	4.47	4.24	5
"Walker, M."	0	7.64	4.6	4.55	4.47	4.35	4.45	4.49	4.7	4.47	4.24	5
Martin Radley	0	10.51	4.51	4.11	4.18	4.01	4.29	4.3	4.62	4.21	4.24	5
Ryan Roderick	0	6.59	4.65	4.41	4.39	4.62	4.44	4.44	4.88	4.4	4.21	5
Bahar Biller	0	6.99	4.42	4.29	4.43	4.21	4.32	4.28	4.67	4.23	4.21	5
"Naik, A."	0	9.86	4.55	4.25	4.36	4.27	4.44	4.35	4.39	4.29	4.18	5
Armaghan Naik	0	9.86	4.55	4.25	4.36	4.27	4.44	4.35	4.39	4.29	4.18	5
Gregory Spaw	0	17.58	4.45	4.12	4.16	4.08	4.32	4.44	4.38	4.3	4.15	5
"Spaw, G."	0	17.58	4.45	4.12	4.16	4.08	4.32	4.44	4.38	4.3	4.15	5
Jakob Marsico	0	12.78	4.48	3.65	3.83	4.42	4.33	3.98	4.65	4.22	4.15	5
"Marsico, J."	0	12.78	4.48	3.65	3.83	4.42	4.33	3.98	4.65	4.22	4.15	5
Ciprian Domnisoru	0	11.62	4.32	4.33	4.29	4.12	4.44	4.32	4.43	4.24	4.14	5
Matthew Zebrowski	0	5.95	4.2	4.59	4.53	4.3	4.19	4.17	4.45	4.11	4.13	5
Andrew Mellinger	0	16.96	4.57	4.26	4.26	4.23	4.26	4.24	4.47	4.28	4.11	5
"Kirby, B."	0	7.41	4.28	3.38	3.67	3.85	4.25	4.42	4.6	3.68	4.09	5
William Marcellino	0	6.66	4.54	4.08	4.34	4.2	4.37	4.11	4.26	4.32	4.07	5
Luc Tartar	0	6.64	3.89	2.71	3.45	2.9	4.29	4.24	4.64	3.81	4.07	5
Wenhao Diao	0	7.8	4.39	4.2	4.41	4.08	4.09	4.18	4.25	4.28	4	5
"Welling, J."	0	8	4.47	4.27	4.2	4.07	4.4	4.27	4.53	4.27	4	5
"Shelly, M."	0	16.14	4.37	3.77	3.92	4	4.25	4.02	4.51	4.07	3.99	5
Jeffrey Galak	0	6.41	4.12	4.2	4.19	3.6	4.24	4.3	4.09	4.16	3.98	5
Gregory Witt	0	9.88	4.03	3.66	3.88	3.91	3.62	3.82	4.61	3.7	3.88	5
Elaine Stolick	0	3.31	4.56	4.03	3.97	3.69	4.41	4.07	4.68	3.78	3.87	5
"Haden, K."	0	6.65	4.1	3.55	3.7	4.05	4.2	3.85	4.55	3.55	3.85	5
Kyle Haden	0	6.65	4.1	3.55	3.7	4.05	4.2	3.85	4.55	3.55	3.85	5
Lynn Carter	0	7.8	4.07	3.8	3.67	3.8	4.07	3.87	4.13	3.87	3.8	5
"Carter, L."	0	7.8	4.07	3.8	3.67	3.8	4.07	3.87	4.13	3.87	3.8	5
"Yu, Z."	0	18.17	3.68	3.58	3.56	3.53	3.77	3.65	4.24	3.49	3.78	5
Ajit Sharma	0	5.23	4.54	3.78	3.87	4.07	4.26	3.97	4.79	3.83	3.74	5
William Gunther	0	10.43	3.71	3.71	3.68	3.68	3.97	3.93	3.93	3.7	3.71	5
Kazuto Ohtsuki	0	5.04	4.2	4.12	3.96	3.66	3.96	3.68	4.53	3.48	3.65	5
Han-Ti Lin	0	6.17	4.08	3.72	3.75	3.55	3.74	3.79	4.33	3.74	3.64	5
Claire Stigliani	0	13.82	4.04	3.51	3.52	3.73	3.83	3.78	3.9	3.72	3.64	5
"Stigliani, C."	0	13.82	4.04	3.51	3.52	3.73	3.83	3.78	3.9	3.72	3.64	5
Spencer Breiner	0	10.91	4.35	3.88	3.83	3.89	3.89	3.83	4.72	3.64	3.59	5
Ahmet Ozan Erdogan	0	11.68	4.45	3.81	3.97	3.94	4.16	4.04	4.6	4.06	3.55	5
David Boyd	0	8.74	3.73	3.86	3.86	3.49	3.93	3.84	4.36	3.65	3.5	5
Jose Iovino	0	11.43	3.94	3.58	3.93	3.84	4.36	3.74	4.2	3.44	3.39	5
Jolanta Lion	0	11.9	3.33	3.03	3.27	3.07	3.7	3.27	3.47	3.1	3.37	5
Gideon Kossoff	0	8.41	3.44	3.37	3.37	3.1	3.63	3.41	4.18	3.23	3.25	5
"Kossoff, G."	0	8.41	3.44	3.37	3.37	3.1	3.63	3.41	4.18	3.23	3.25	5
Enrique Bazan	0	5.05	4.14	3.13	3.41	3.03	4.03	3.75	4.58	3.42	3.21	5
Deepa Butoliya	0	10.31	3.62	3.04	3.28	3.42	3.6	3.22	4.15	3.35	3.21	5
"Butoliya, D."	0	10.31	3.62	3.04	3.28	3.42	3.6	3.22	4.15	3.35	3.21	5
Pedro Bizarro	0	11.53	3.1	3.27	3.17	2.98	3.04	3.19	3.7	3.29	3.2	5
"Bizarro, P."	0	11.53	3.1	3.27	3.17	2.98	3.04	3.19	3.7	3.29	3.2	5
"Fletcher, T."	0	4.29	3.55	3.71	3.66	3.5	3.68	3.61	4	3.38	3.11	5
Timothy Fletcher	0	4.29	3.55	3.71	3.66	3.5	3.68	3.61	4	3.38	3.11	5
Heather Helinsky	0	8.39	3.91	2.64	2.8	3.14	3.58	3.2	3.56	2.94	2.85	5
"Gallagher, M."	0	11.3	3.2	3.3	2.8	2.9	3.3	2.6	3.8	3	2.8	5
Maureen Gallagher	0	11.3	3.2	3.3	2.8	2.9	3.3	2.6	3.8	3	2.8	5
"Goldberg, M."	0	9.86	3.03	2.53	2.5	2.77	2.82	2.61	2.88	2.44	2.71	5
Michal Goldberg	0	9.86	3.03	2.53	2.5	2.77	2.82	2.61	2.88	2.44	2.71	5
"Filardo, N."	0	17.78	4.92	4.9	4.88	3.77	4.63	4.89	4.94	4.91	4.88	4
Nathaniel Filardo	0	17.78	4.92	4.9	4.88	3.77	4.63	4.89	4.94	4.91	4.88	4
Daniel Malinsky	0	13.83	4.88	4.92	4.83	4.88	4.88	4.92	5	5	4.79	4
John Ostlund	0	9.58	4.88	4.86	4.82	4.82	4.8	4.87	4.93	4.86	4.79	4
Sanako Mitsugi	0	11.24	4.72	4.79	4.76	4.92	4.76	4.83	4.97	4.81	4.78	4
Juergen Pfeffer	0	10.2	4.85	4.86	4.58	4.83	4.94	4.86	4.92	4.86	4.77	4
Cmhicks	0	8.77	4.87	4.83	4.78	4.86	4.74	4.83	4.95	4.84	4.76	4
Christina Bjorndahl	0	8.34	4.94	4.49	4.75	4.71	4.53	4.94	4.71	4.84	4.75	4
Andrea Jones-Rooy	0	5.65	4.8	4.66	4.67	4.67	4.71	4.7	4.75	4.81	4.75	4
Carmen Martinez	0	9.15	4.83	4.63	4.72	4.72	4.78	4.67	4.83	4.7	4.74	4
Christopher Phillips	0	7.86	4.83	4.52	4.53	4.52	4.77	4.68	4.84	4.8	4.69	4
"Craig, G."	0	19.77	4.61	4.57	4.53	4.77	4.63	4.58	4.84	4.62	4.69	4
Gretchen Craig	0	19.77	4.61	4.57	4.53	4.77	4.63	4.58	4.84	4.62	4.69	4
Stephen Librande	0	16.12	4.52	4.69	4.44	4.84	4.79	4.67	5	4.71	4.67	4
"Librande, S."	0	16.12	4.52	4.69	4.44	4.84	4.79	4.67	5	4.71	4.67	4
Jason Mussitsch	0	9.82	4.71	4.78	4.73	4.64	4.65	4.68	4.85	4.67	4.67	4
Bryan Koval	0	4	4.75	4.88	4.75	4.46	4.75	4.58	4.75	4.5	4.67	4
Richard Young	0	7.62	4.87	4.79	4.79	4.78	4.81	4.74	4.9	4.71	4.64	4
John Lehoczky	0	9.06	4.71	4.67	4.7	4.59	4.65	4.67	4.77	4.62	4.64	4
"Tomokiyo, L."	0	3.25	4.62	3.94	4.25	4.25	4.81	4.56	4.81	4.56	4.64	4
Andrew Wasser	0	9.16	4.68	4.49	4.62	4.73	4.71	4.58	4.88	4.71	4.63	4
Rosa Bahamondes Rivera	0	9.88	4.83	4.24	4.4	4.55	4.77	4.83	4.61	4.66	4.63	4
Louis-Philippe Morency	0	11.89	4.86	4.5	4.6	4.78	4.8	4.53	4.96	4.8	4.62	4
Joachim Vosgerau	0	6.27	4.52	4.29	4.46	4.67	4.71	4.71	4.76	4.58	4.62	4
Lauren Herckis	0	6.4	4.74	4.59	4.65	4.18	4.66	4.59	4.85	4.62	4.61	4
Ryan Miller	0	8.97	4.38	4.84	4.78	4.89	4.29	4.54	4.88	4.74	4.6	4
Tae Wan Kim	0	6.19	4.88	4.58	4.7	4.71	4.82	4.63	4.74	4.66	4.58	4
"Diprimio, N."	0	13.26	4.69	4.45	4.48	4.42	4.68	4.58	4.75	4.58	4.58	4
Nina Diprimio	0	13.26	4.69	4.45	4.48	4.42	4.68	4.58	4.75	4.58	4.58	4
"Gindlesperger, J."	0	5.06	4.85	4.77	4.81	4.59	4.68	4.61	4.83	4.68	4.55	4
James Gindlesperger	0	5.06	4.85	4.77	4.81	4.59	4.68	4.61	4.83	4.68	4.55	4
Lola Mason	0	7.33	4.79	4.39	4.62	4.67	4.74	4.78	4.87	4.64	4.55	4
Michael Kline	0	8.31	4.51	4.53	4.49	4.4	4.61	4.56	4.8	4.56	4.55	4
"Cotterill, K."	0	7.17	4.53	4.55	4.61	4.44	4.53	4.63	4.65	4.56	4.55	4
Emily Mohn-Slate	0	8.39	4.99	4.71	4.81	4.88	4.56	4.6	4.92	4.81	4.54	4
Martha Dunigan	0	7.93	4.69	4.76	4.81	4.51	4.66	4.77	4.89	4.7	4.54	4
Parth Vaishnav	0	5.88	4.7	4.56	4.47	4.46	4.66	4.5	4.7	4.59	4.54	4
Oded Meyer	0	8.8	4.47	4.71	4.59	4.39	4.57	4.76	4.67	4.58	4.53	4
Bernhard Haeupler	0	8.98	4.89	4.51	4.58	4.37	4.78	4.57	4.88	4.64	4.52	4
"Haeupler, B."	0	8.98	4.89	4.51	4.58	4.37	4.78	4.57	4.88	4.64	4.52	4
Barbara Freed	0	6.69	4.73	4.14	4.48	4.38	4.64	4.62	4.64	4.56	4.52	4
Sherae Daniel	0	7.72	4.67	4.62	4.44	4.45	4.55	4.54	4.78	4.62	4.51	4
"Daniel, S."	0	7.72	4.67	4.62	4.44	4.45	4.55	4.54	4.78	4.62	4.51	4
Martin Lindner	0	8.25	4.64	4.57	4.59	4.27	4.71	4.65	4.72	4.62	4.51	4
"Lindner, M."	0	8.25	4.64	4.57	4.59	4.27	4.71	4.65	4.72	4.62	4.51	4
Mark Bedillion	0	11.09	4.71	4.5	4.54	4.26	4.53	4.61	4.82	4.63	4.49	4
George Krumbhaar	0	6.63	4.8	4.55	4.58	4.53	4.82	4.74	4.9	4.54	4.49	4
Alfred Blumstein	0	7.41	4.74	4.57	4.67	4.64	4.62	4.56	4.76	4.67	4.48	4
Cara Benedetto	0	10.74	4.71	4.05	4.13	4.33	4.65	4.34	4.65	4.55	4.47	4
Paul Rosenblatt	0	5.7	4.5	3.59	3.67	3.96	4.62	4.29	4.83	4.29	4.46	4
Wan-Ching Hsieh	0	9.7	4.54	4.52	4.44	4.51	4.45	4.51	4.68	4.45	4.44	4
Colin Underwood	0	24.42	3.38	3.76	3.46	3.28	3.42	3.6	4.06	3.48	4.43	4
Albert Mannes	0	5.51	4.5	4.57	4.6	4.24	4.5	4.53	4.67	4.54	4.41	4
David Lambeth	0	11.16	4.61	4.27	4.37	4.29	4.32	4.29	4.51	4.43	4.41	4
William Lovas	0	10.94	4.8	4.52	4.5	4.46	4.53	4.7	4.83	4.61	4.4	4
Venkatasubraman Viswanathan	0	10.05	4.67	4.38	4.5	4.1	4.6	4.25	4.6	4.37	4.4	4
Chad Serena	0	5.18	4.52	4.65	4.39	4.53	4.71	4.47	4.92	4.31	4.4	4
Harris Jones	0	7.45	4.53	4.13	4.21	4.12	4.53	4.39	4.77	4.35	4.39	4
Holly Thuma	0	5.98	5	4.47	4.3	4.17	4.75	4.71	4.67	4.67	4.38	4
Daniel Green	0	7.09	4.78	4.49	4.45	4.2	4.67	4.4	4.73	4.45	4.38	4
Ravichandra Bachu	0	11.38	4.48	4.5	4.38	4.03	4.32	4.57	4.67	4.45	4.38	4
"Bachu, R."	0	11.38	4.48	4.5	4.38	4.03	4.32	4.57	4.67	4.45	4.38	4
Jack Stecher	0	5.55	4.57	4.38	4.3	4.26	4.48	4.5	4.8	4.43	4.38	4
Krishnapuram Karthikeyan	0	6.85	4.54	4.37	4.47	4.37	4.48	4.47	4.58	4.41	4.38	4
Daniel Costa	0	9.09	4.47	4.6	4.55	4.25	4.54	4.46	4.64	4.35	4.38	4
Benno Weiner	0	7.77	4.51	4.28	4.39	4.18	4.26	4.43	4.79	4.33	4.38	4
William Bates	0	5.6	4.66	4.39	4.43	4.58	4.54	4.47	4.73	4.44	4.36	4
"Lauwers, T."	0	8.12	4.71	4.05	4.37	4.14	4.38	4.52	4.54	4.1	4.34	4
Steven Klepper	0	8.07	4.38	4.46	4.41	4.2	4.55	4.29	4.29	4.4	4.33	4
Erich Kummerfeld	0	12.02	4.75	4.79	4.36	3.92	4.56	4.69	4.79	4.42	4.31	4
Margo Gray	0	6.62	4.71	4.29	4.27	4.54	4.62	4.52	4.64	4.5	4.29	4
Mohamed Dobashi	0	5.71	4.52	4.26	4.27	3.84	4.33	4.61	4.67	4.56	4.28	4
Robert Kilpatrick	0	7.44	4.38	4.64	4.42	4.56	4.21	4.58	4.57	4.51	4.26	4
"Pillai, P."	0	15.83	4.55	4.39	4.47	4.38	4.55	4.48	4.63	4.43	4.25	4
Alan Montgomery	0	7.72	4.28	4.47	4.36	4.11	4.57	4.42	4.64	4.39	4.25	4
Chinmay Kulkarni	0	12.5	4.25	3.5	4.38	3.31	4.31	4.56	4.25	4.38	4.25	4
Stephen Bollinger	0	5.98	4.44	4.2	4.36	4.19	4.62	4.48	3.67	4.24	4.25	4
Soummya Kar	0	8.23	4.36	4.12	4.09	4.21	4.33	4.34	4.65	4.22	4.25	4
"Kar, S."	0	8.23	4.36	4.12	4.09	4.21	4.33	4.34	4.65	4.22	4.25	4
Jared Murray	0	9.05	4.42	4.45	4.49	4.32	4.45	4.45	4.44	4.4	4.24	4
Michael Scheier	0	6.19	4.54	4.15	4.15	4.49	4.5	4.35	4.8	4.33	4.24	4
"Scheier, M."	0	6.19	4.54	4.15	4.15	4.49	4.5	4.35	4.8	4.33	4.24	4
Ellen Peterson	0	7.72	4.5	4.63	4.5	4.24	4.28	4.54	4.79	4.37	4.23	4
"Chickering, D."	0	5.28	4.69	4.48	4.53	4.18	4.41	4.39	4.76	4.36	4.23	4
David Chickering	0	5.28	4.69	4.48	4.53	4.18	4.41	4.39	4.76	4.36	4.23	4
"Balcan, M."	0	12.74	4.39	4.2	4.22	4.06	4.34	4.09	4.5	4.02	4.21	4
"Waggoner, A."	0	8.02	4.16	4.21	4.24	4.09	4.42	4.25	4.54	3.88	4.21	4
Konstantin Genin	0	9.27	4.31	4	4	4.01	4.2	4.22	4.52	4.16	4.2	4
"Genin, K."	0	9.27	4.31	4	4	4.01	4.2	4.22	4.52	4.16	4.2	4
"Rupino, P."	0	10.25	4.38	4.25	4.12	4.31	4.12	4.19	4.5	4.31	4.19	4
Paulo Rupino	0	10.25	4.38	4.25	4.12	4.31	4.12	4.19	4.5	4.31	4.19	4
"Licata, D."	0	10.63	4.64	4.42	4.58	4.16	4.41	4.51	4.73	4.47	4.18	4
"Waits, C."	0	7.08	4.34	4.22	4.3	3.86	4.48	4.21	4.41	4.18	4.18	4
Marti Louw	0	9.72	4.53	3.67	4.01	4.01	4.39	4.34	4.65	4.24	4.16	4
Mary Navarro	0	6.35	4.34	4.27	4.21	4.09	4.48	4.41	4.45	4.15	4.16	4
Russell Schwab	0	9.03	4.53	4.31	4.3	3.98	4.08	4.36	4.58	4.27	4.14	4
Roy Nicolaides	0	5.26	4.24	4	4.21	3.91	4.22	4.2	4.5	4.09	4.14	4
Sonali Pahwa	0	7.89	4.27	4.25	4.3	4.1	4.27	4.01	4.62	4.33	4.13	4
"Gibbons, P."	0	13.19	4.13	4.21	4.08	3.83	4.18	4.09	4.46	3.97	4.13	4
Phillip Gibbons	0	13.19	4.13	4.21	4.08	3.83	4.18	4.09	4.46	3.97	4.13	4
April Conkey	0	6.54	4.33	4.25	4.28	3.99	4.3	4.3	4.52	3.96	4.13	4
Vincent Sokalski	0	8.93	4.35	4.39	4.33	4.05	4.17	4.3	4.73	4.24	4.12	4
"Sokalski, V."	0	8.93	4.35	4.39	4.33	4.05	4.17	4.3	4.73	4.24	4.12	4
Andrew Zipperer	0	6.03	4.66	4.29	4.39	4.27	4.26	4.42	4.8	4.41	4.11	4
Albrecht Funk	0	8.26	4.25	3.87	4.04	4.13	4.57	4.21	4.54	4.18	4.11	4
T Schlesinger	0	2.09	4.22	4.5	4.39	4.09	4.25	4.29	4.42	4.31	4.09	4
