Instructor	Course	Hours per week	Interest in student learning	Explain course requirements	Clear learning goals	Instructor provided feedback to students	Importance of subject	Explains subject matter	Show respect for students	Overall teaching	Overall course	Number of times taught
Marianne Weems	54-736	8.83	4.03	4.03	4.14	3.83	4.11	3.92	3.86	4.03	3.67	3
"Shea, L."	54-736	6.5	4.5	3.75	4	4.5	4	3.75	4.5	4.5	4	2
Lawrence Shea	54-736	6.5	4.5	3.75	4	4.5	4	3.75	4.5	4.5	4	2
"Manson, C."	54-736	5	4	3.5	4	4.5	4	3.5	4	4.5	4	1
Caden Manson	54-736	5	4	3.5	4	4.5	4	3.5	4	4.5	4	1
"Mundell, A."	54-736	10.25	4.25	4.25	4.25	4	3.75	4	4.25	4.25	4	1
Anne Mundell	54-736	10.25	4.25	4.25	4.25	4	3.75	4	4.25	4.25	4	1
Gregory Lehane	54-736	9	3.33	3.33	3.33	3.33	3.33	3.33	3.33	3.33	3.33	1
"Lehane, G."	54-736	9	3.33	3.33	3.33	3.33	3.33	3.33	3.33	3.33	3.33	1
"Zamborsky, B."	54-737	3.75	4.25	3.44	3.62	3.81	4.25	4.75	4.5	3.88	4.12	4
Beth Zamborsky	54-737	3.75	4.25	3.44	3.62	3.81	4.25	4.75	4.5	3.88	4.12	4
"Zamborsky, B."	54-738	7.25	4.5	4.25	4.25	4.25	4.25	4.25	4	4.5	4.25	2
Beth Zamborsky	54-738	7.25	4.5	4.25	4.25	4.25	4.25	4.25	4	4.5	4.25	2
"Block, R."	54-739	7.5	4.07	4.46	4.4	3.64	4.21	4.33	4.54	4.17	3.83	6
Richard Block	54-739	7.5	4.07	4.46	4.4	3.64	4.21	4.33	4.54	4.17	3.83	6
"Block, R."	54-740	3.86	4.12	4.24	4.3	3.67	4.43	4.41	4.25	4.25	4.15	5
Richard Block	54-740	3.86	4.12	4.24	4.3	3.67	4.43	4.41	4.25	4.25	4.15	5
Susan Tsu	54-741	10.9	4.68	4.19	4.38	4.41	4.58	4.37	4.7	4.46	4.39	7
"Tsu, S."	54-741	10.9	4.68	4.19	4.38	4.41	4.58	4.37	4.7	4.46	4.39	7
Susan Tsu	54-742	10	4.33	3.5	3.5	3.67	4	3.83	4.5	3.5	3.83	2
"Tsu, S."	54-742	10	4.33	3.5	3.5	3.67	4	3.83	4.5	3.5	3.83	2
Suttirat Larlarb	54-742	10.25	4.5	4.25	4	4.25	4.75	4.25	4.5	4.5	3.75	2
"Larlarb, S."	54-742	10.25	4.5	4.25	4	4.25	4.75	4.25	4.5	4.5	3.75	2
Barbara Anderson	54-743	5.5	4	3.58	3.58	3.25	3.92	3.67	4.33	3.75	3.92	2
Barbara Anderson	54-744	5	3.88	3.62	3.75	3.25	3.88	3.25	4.5	3.62	3.38	4
Suttirat Larlarb	54-745	8.28	4.56	4.56	4.56	4.56	4.72	4.61	4.39	4.45	4.61	3
"Larlarb, S."	54-745	8.28	4.56	4.56	4.56	4.56	4.72	4.61	4.39	4.45	4.61	3
Barbara Anderson	54-745	6.5	4.5	4.62	4.62	4.62	4.75	4.75	4.75	4.88	4.62	2
"Eshelman, M."	54-745	12.75	4.25	3.5	3.25	4.5	4	3.5	4.75	3.5	3.5	1
Melinda Eshelman	54-745	12.75	4.25	3.5	3.25	4.5	4	3.5	4.75	3.5	3.5	1
Barbara Anderson	54-746	5.67	4.06	4.56	4.44	4.11	4.22	4.89	4.56	4.28	4.39	3
Suttirat Larlarb	54-746	5	4.5	4.5	4.75	3.75	4.5	4.75	4.75	4.25	4.25	2
"Larlarb, S."	54-746	5	4.5	4.5	4.75	3.75	4.5	4.75	4.75	4.25	4.25	2
"Handel, R."	54-747	10.75	5	4.5	4.5	4.67	5	4.5	4.83	4.67	4.83	3
Robert Handel	54-747	10.75	5	4.5	4.5	4.67	5	4.5	4.83	4.67	4.83	3
Tina Shackleford	54-749	5.5	3.98	4.25	4.19	3.35	3.67	3.98	4.23	3.94	3.06	4
"Shackleford, T."	54-749	5.5	3.98	4.25	4.19	3.35	3.67	3.98	4.23	3.94	3.06	4
Molly Mccarter	54-749	8	4.33	4.11	4.53	3.64	4.53	4.53	4.53	4.33	4.14	3
"Limauro, C."	54-751	8.38	4.7	4.4	4.6	4.7	4.6	4.5	5	4.5	4.5	5
Cynthia Limauro	54-751	8.38	4.7	4.4	4.6	4.7	4.6	4.5	5	4.5	4.5	5
"Holmes, A."	54-751	5	5	5	5	5	5	5	5	5	5	1
Abigail Holmes	54-751	5	5	5	5	5	5	5	5	5	5	1
"Limauro, C."	54-752	4	4.33	4	4.33	3.83	4	4	4.33	4.17	4	3
Cynthia Limauro	54-752	4	4.33	4	4.33	3.83	4	4	4.33	4.17	4	3
Robert Thomson	54-752	4.2	4.73	4.63	4.3	4.73	4.2	4.46	4.9	4.8	4.2	2
"Thomson, R."	54-752	4.2	4.73	4.63	4.3	4.73	4.2	4.46	4.9	4.8	4.2	2
Kevin Hines	54-753	7.12	4.29	4.04	4.38	4.42	4.42	4.12	4.5	4.21	4.21	4
"Hines, K."	54-753	7.12	4.29	4.04	4.38	4.42	4.42	4.12	4.5	4.21	4.21	4
Kevin Hines	54-754	6.25	5	4.17	4.42	4.25	4.75	4.08	4.75	4.42	4.67	2
"Hines, K."	54-754	6.25	5	4.17	4.42	4.25	4.75	4.08	4.75	4.42	4.67	2
"Pino, J."	54-756	8	4.83	4.5	4.5	4.83	4.83	4.83	4.83	4.83	5	3
Joseph Pino	54-756	8	4.83	4.5	4.5	4.83	4.83	4.83	4.83	4.83	5	3
Gregory Lehane	54-757	15.75	4.75	4.25	4.5	4.5	4.75	4.75	4.75	4.75	4.75	4
"Lehane, G."	54-757	15.75	4.75	4.25	4.5	4.5	4.75	4.75	4.75	4.75	4.75	4
"Weems, M."	54-757	14	5	5	5	5	5	5	5	5	5	2
Marianne Weems	54-757	14	5	5	5	5	5	5	5	5	5	2
"Manson, C."	54-757	14	5	5	5	5	5	5	5	5	4	1
Caden Manson	54-757	14	5	5	5	5	5	5	5	5	4	1
"Weems, M."	54-758	20.67	4.67	4.67	4.67	4.67	4.67	4.67	5	4.67	4.67	3
Marianne Weems	54-758	20.67	4.67	4.67	4.67	4.67	4.67	4.67	5	4.67	4.67	3
"Manson, C."	54-758	20.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	1
Caden Manson	54-758	20.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	1
"Rivas, M."	54-759	7.5	4.9	4.9	4.78	4.8	4.9	4.9	4.9	4.9	4.78	2
Megan Rivas	54-759	7.5	4.9	4.9	4.78	4.8	4.9	4.9	4.9	4.9	4.78	2
Molly Mccarter	54-760	6.5	4.75	4.25	4.25	4.25	4.5	4.5	4.5	4.5	4.5	2
"Holcomb, D."	54-761	11.84	3.8	3.58	3.63	3.59	3.82	3.62	3.94	3.8	3.8	5
David Holcomb	54-761	11.84	3.8	3.58	3.63	3.59	3.82	3.62	3.94	3.8	3.8	5
"Holcomb, D."	54-762	15.85	3.71	3.6	3.79	3.74	3.9	3.98	3.9	3.84	3.9	6
David Holcomb	54-762	15.85	3.71	3.6	3.79	3.74	3.9	3.98	3.9	3.84	3.9	6
Tina Shackleford	54-764	2.29	3.55	3.15	3.04	3.02	3.33	3.25	3.3	3.25	3.13	7
"Shackleford, T."	54-764	2.29	3.55	3.15	3.04	3.02	3.33	3.25	3.3	3.25	3.13	7
"Pino, J."	54-766	5	4.67	4.67	4.67	4.5	4.5	4.5	5	4.67	4.5	3
Joseph Pino	54-766	5	4.67	4.67	4.67	4.5	4.5	4.5	5	4.67	4.5	3
"Pickett, S."	54-766	8	4.5	4	4	3	5	4	4.5	4	3.5	1
Sarah Pickett	54-766	8	4.5	4	4	3	5	4	4.5	4	3.5	1
"Limauro, C."	54-767	10.25	4.75	4.75	4.5	4.5	4.5	4.75	5	4.75	4.75	2
Cynthia Limauro	54-767	10.25	4.75	4.75	4.5	4.5	4.5	4.75	5	4.75	4.75	2
"Werner, C."	54-767	5	4.75	3.75	3.75	4.75	4.75	5	5	4.5	3.75	2
Christopher Werner	54-767	5	4.75	3.75	3.75	4.75	4.75	5	5	4.5	3.75	2
"Holmes, A."	54-767	8	5	5	5	5	5	5	5	5	5	1
Abigail Holmes	54-767	8	5	5	5	5	5	5	5	5	5	1
"Brown, C."	54-768	11.33	4.44	3.55	4	4	4.22	3.78	4.44	4	3.78	3
Christian Brown	54-768	11.33	4.44	3.55	4	4	4.22	3.78	4.44	4	3.78	3
"Mundell, A."	54-770	5	4.67	4.17	4.5	4.17	4.5	4.5	4.83	4.5	4.33	3
Anne Mundell	54-770	5	4.67	4.17	4.5	4.17	4.5	4.5	4.83	4.5	4.33	3
"Brown, C."	54-771	7.62	4	3.62	4	3.75	4.5	3.62	4.88	4	4.25	4
Christian Brown	54-771	7.62	4	3.62	4	3.75	4.5	3.62	4.88	4	4.25	4
"Holmes, A."	54-772	6.5	4.5	4.83	4.67	4.33	4.83	3.5	5	4.5	3.83	2
Abigail Holmes	54-772	6.5	4.5	4.83	4.67	4.33	4.83	3.5	5	4.5	3.83	2
"Russman, B."	54-773	8	5	4	4	5	5	5	5	5	5	1
Brian Russman	54-773	8	5	4	4	5	5	5	5	5	5	1
"Russman, B."	54-774	8	5	4.5	3.5	4.5	4	4	4.5	4	4.5	2
Brian Russman	54-774	8	5	4.5	3.5	4.5	4	4	4.5	4	4.5	2
Daniel Fallon	54-775	2.38	3.81	3.65	3.38	3.31	3.75	3.48	3.96	3.52	3.4	4
Brett Crawford	54-775	5	4.67	2.67	3.33	4	3.67	4.33	4.33	3.67	3.33	1
"Crawford, B."	54-775	5	4.67	2.67	3.33	4	3.67	4.33	4.33	3.67	3.33	1
"Boevers, D."	54-776	4	3.29	3.79	3.67	2.67	3.71	3.75	3.38	3.25	3.12	4
David Boevers	54-776	4	3.29	3.79	3.67	2.67	3.71	3.75	3.38	3.25	3.12	4
"Boevers, D."	54-777	5.5	4.17	4.17	4	3.33	4	4	3.83	3.83	3.67	3
David Boevers	54-777	5.5	4.17	4.17	4	3.33	4	4	3.83	3.83	3.67	3
"Limauro, C."	54-778	5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	2
Cynthia Limauro	54-778	5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	4.5	2
"Werner, C."	54-778	3.88	4.88	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.25	2
Christopher Werner	54-778	3.88	4.88	4.75	4.75	4.75	4.75	4.75	4.75	4.75	4.25	2
Robert Thomson	54-778	5	5	3.5	4	4	4.5	3.75	5	5	3.5	2
"Thomson, R."	54-778	5	5	3.5	4	4	4.5	3.75	5	5	3.5	2
Marianne Krostyne	54-779	14	2.5	4	2.5	3.5	4	2	3.5	3	2.5	1
Molly Mccarter	54-781	10	4.33	4	4.33	3.78	4.56	4.56	4.44	4.67	4.44	3
Tina Shackleford	54-781	5	4.11	3.89	4	3.67	3.89	3.78	4.22	3.89	3.67	3
"Shackleford, T."	54-781	5	4.11	3.89	4	3.67	3.89	3.78	4.22	3.89	3.67	3
Tayneshia Jefferson	54-781	8	4.33	4.33	4.33	4	4.33	4.33	4.67	4.33	4	1
"Sissons, N."	54-783	7	4.67	3.67	2.67	3.67	3.33	3.33	4.67	3.67	3.67	3
Narelle Sissons	54-783	7	4.67	3.67	2.67	3.67	3.33	3.33	4.67	3.67	3.67	3
"Weems, M."	54-783	6.5	4.5	4	3.5	4.5	5	5	4.5	4.5	4.5	2
Marianne Weems	54-783	6.5	4.5	4	3.5	4.5	5	5	4.5	4.5	4.5	2
"Shea, L."	54-783	5	5	5	5	5	5	5	5	5	5	1
Lawrence Shea	54-783	5	5	5	5	5	5	5	5	5	5	1
"Sissons, N."	54-784	8.9	4.1	3.6	3.7	4.1	4.1	3.8	4.1	4	4.1	5
Narelle Sissons	54-784	8.9	4.1	3.6	3.7	4.1	4.1	3.8	4.1	4	4.1	5
"Weems, M."	54-784	9.12	4	4.12	4.12	4.25	4.5	4.38	4	4	4.38	4
Marianne Weems	54-784	9.12	4	4.12	4.12	4.25	4.5	4.38	4	4	4.38	4
"Shea, L."	54-784	8	4	4	4	3.67	4.17	4.17	4.33	3.67	3.83	3
Lawrence Shea	54-784	8	4	4	4	3.67	4.17	4.17	4.33	3.67	3.83	3
"Manson, C."	54-784	8	5	5	5	5	5	5	5	5	5	1
Caden Manson	54-784	8	5	5	5	5	5	5	5	5	5	1
Gregory Lehane	54-784	11	4.5	4	5	4.5	4.5	4.5	5	4.5	5	1
"Lehane, G."	54-784	11	4.5	4	5	4.5	4.5	4.5	5	4.5	5	1
"Mundell, A."	54-784	9.5	4.5	2.5	2.5	3.5	3	3	4.5	3.5	4.5	1
Anne Mundell	54-784	9.5	4.5	2.5	2.5	3.5	3	3	4.5	3.5	4.5	1
"Rivas, M."	54-785	7.62	4.71	4.83	4.69	4.43	4.61	4.58	4.88	4.67	4.37	4
Megan Rivas	54-785	7.62	4.71	4.83	4.69	4.43	4.61	4.58	4.88	4.67	4.37	4
"Chemers, M."	54-785	4.88	4.15	3.9	3.37	3.79	3.62	3.37	3.67	3.37	3.25	2
Michael Chemers	54-785	4.88	4.15	3.9	3.37	3.79	3.62	3.37	3.67	3.37	3.25	2
"Arons, W."	54-785	8	4.45	4.64	4.18	4.09	4.27	4.09	4.64	4.36	3.91	1
Wendy Arons	54-785	8	4.45	4.64	4.18	4.09	4.27	4.09	4.64	4.36	3.91	1
Heather Helinsky	54-785	8.67	3.78	2.78	2.78	2.67	3.56	3.22	3.89	2.89	2.78	1
"Arons, W."	54-786	5.99	4.4	4.23	3.93	4.06	4.1	4.1	4.52	4.24	3.85	5
Wendy Arons	54-786	5.99	4.4	4.23	3.93	4.06	4.1	4.1	4.52	4.24	3.85	5
"Shea, L."	54-786	8.15	4.62	3.89	3.78	3.78	4.28	4.01	4.33	4.05	4	2
Lawrence Shea	54-786	8.15	4.62	3.89	3.78	3.78	4.28	4.01	4.33	4.05	4	2
Norman Frisch	54-786	6.5	4.3	3.3	3.1	3.2	3.7	3.4	4.5	3.8	3.3	1
Melissa Martin	54-787	7	4.54	3.85	4.23	4.71	4.75	4.49	4.69	4.52	4.35	7
Melissa Martin	54-788	8.2	4.59	3.95	3.82	4.39	4.5	4.21	4.58	4.12	4.05	6
Molly Mccarter	54-789	6.75	4.5	4.25	4.17	4	4.42	4.5	4.42	4.42	4.42	3
"Holcomb, D."	54-789	6.1	4.37	4.37	4.33	4.17	4.63	4.44	4.9	4.7	4.63	2
David Holcomb	54-789	6.1	4.37	4.37	4.33	4.17	4.63	4.44	4.9	4.7	4.63	2
Tayneshia Jefferson	54-789	5	3.6	2.8	2.8	3.4	3.8	3.6	4.4	3.2	3	1
"Holcomb, D."	54-790	7.31	4.48	4.29	4.23	3.99	4.52	4.49	4.59	4.35	4.43	7
David Holcomb	54-790	7.31	4.48	4.29	4.23	3.99	4.52	4.49	4.59	4.35	4.43	7
"Handel, R."	54-791	12.75	5	4.77	4.69	4.79	4.96	4.75	4.89	4.96	4.93	7
Robert Handel	54-791	12.75	5	4.77	4.69	4.79	4.96	4.75	4.89	4.96	4.93	7
"Handel, R."	54-792	11.64	4.83	4.81	4.77	4.77	4.86	4.8	4.8	4.83	4.82	7
Robert Handel	54-792	11.64	4.83	4.81	4.77	4.77	4.86	4.8	4.8	4.83	4.82	7
Tracy Potter	54-793	5.75	4.75	3.75	4	4.5	4	3.5	4.75	4.25	4	1
Eugenie Carabatsos	54-793	8	5	4.33	4.67	3.67	4.67	4.33	4.67	4	4	1
"Russman, B."	54-795	7.25	4.5	4.75	4.5	4.75	4.75	4.75	3.5	4.25	4.5	1
Brian Russman	54-795	7.25	4.5	4.75	4.5	4.75	4.75	4.75	3.5	4.25	4.5	1
"Shea, L."	54-796	11	4	3	4	4	3	4	5	4	4	1
Lawrence Shea	54-796	11	4	3	4	4	3	4	5	4	4	1
"Shea, L."	54-798	8.38	4.38	3.69	3.75	4.44	4.56	4.31	4.5	4.19	4	4
Lawrence Shea	54-798	8.38	4.38	3.69	3.75	4.44	4.56	4.31	4.5	4.19	4	4
"Momeni, A."	54-798	8	3.88	2.5	2.75	4	4.12	3.88	3.38	3.5	3.25	2
Ali Momeni	54-798	8	3.88	2.5	2.75	4	4.12	3.88	3.38	3.5	3.25	2
"Sissons, N."	54-799	3.43	3.49	3.17	3.4	3.25	3.6	3.33	3.67	3.54	3.38	7
Narelle Sissons	54-799	3.43	3.49	3.17	3.4	3.25	3.6	3.33	3.67	3.54	3.38	7
"Pino, J."	54-799	3.8	3.9	3.2	3.7	3.65	3.85	3.65	3.6	3.7	3.2	5
Joseph Pino	54-799	3.8	3.9	3.2	3.7	3.65	3.85	3.65	3.6	3.7	3.2	5
"Sissons, N."	54-800	4.9	3.6	3.47	3.47	3.5	3.77	3.57	3.8	3.47	3.1	5
Narelle Sissons	54-800	4.9	3.6	3.47	3.47	3.5	3.77	3.57	3.8	3.47	3.1	5
"Pino, J."	54-800	5.12	3.79	3.54	3.79	3.92	3.67	3.67	3.79	3.79	3.21	4
Joseph Pino	54-800	5.12	3.79	3.54	3.79	3.92	3.67	3.67	3.79	3.79	3.21	4
"Holcomb, D."	54-803	8.42	4.11	4.16	4.09	4.15	4.07	4.09	4.18	4.15	3.98	13
David Holcomb	54-803	8.42	4.11	4.16	4.09	4.15	4.07	4.09	4.18	4.15	3.98	13
"Brown, C."	54-803	8.75	5	5	5	5	5	5	5	5	5	4
Christian Brown	54-803	8.75	5	5	5	5	5	5	5	5	5	4
"Handel, R."	54-803	9.27	4.46	4.46	4.46	4.46	4.46	4.46	4.46	4.46	4.46	4
Robert Handel	54-803	9.27	4.46	4.46	4.46	4.46	4.46	4.46	4.46	4.46	4.46	4
"Holcomb, D."	54-804	8.87	3.72	3.86	3.74	3.9	3.68	3.81	3.85	3.76	3.64	13
David Holcomb	54-804	8.87	3.72	3.86	3.74	3.9	3.68	3.81	3.85	3.76	3.64	13
"Handel, R."	54-804	6.88	4.38	4.38	4.38	4.38	4.38	4.38	4.38	4.38	4.38	4
Robert Handel	54-804	6.88	4.38	4.38	4.38	4.38	4.38	4.38	4.38	4.38	4.38	4
"Brown, C."	54-804	7.25	4.5	4.5	4.25	4.25	4.5	4.5	4.5	4.5	4.5	2
Christian Brown	54-804	7.25	4.5	4.5	4.25	4.25	4.5	4.5	4.5	4.5	4.5	2
"Stitt, M."	54-804	8	5	5	5	5	5	5	5	5	5	1
Susan Tsu	54-804	14	3	3	3	3	3	3	3	3	3	1
"Tsu, S."	54-804	14	3	3	3	3	3	3	3	3	3	1
"Pino, J."	54-805	9.12	4.62	4.38	4.38	4.75	4.62	4.62	5	4.75	4.25	4
Joseph Pino	54-805	9.12	4.62	4.38	4.38	4.75	4.62	4.62	5	4.75	4.25	4
"Evans, C."	54-805	10	4.5	4.33	4.5	4.33	4.5	4.5	4.67	4.33	4.33	3
"Harris, J."	54-809	7.11	4.6	4.42	4.41	4.54	4.59	4.47	4.33	4.54	4.75	4
Jed Harris	54-809	7.11	4.6	4.42	4.41	4.54	4.59	4.47	4.33	4.54	4.75	4
"Handel, R."	54-809	7.3	4.65	4.65	4.64	4.6	4.7	4.47	4.6	4.65	4.7	4
Robert Handel	54-809	7.3	4.65	4.65	4.64	4.6	4.7	4.47	4.6	4.65	4.7	4
"Harris, J."	54-810	6.35	4.6	4.5	4.45	4.55	4.65	4.5	4.4	4.45	4.5	5
Jed Harris	54-810	6.35	4.6	4.5	4.45	4.55	4.65	4.5	4.4	4.45	4.5	5
"Handel, R."	54-810	6.4	4.43	4.4	4.4	4.37	4.43	4.5	4.27	4.43	4.43	5
Robert Handel	54-810	6.4	4.43	4.4	4.4	4.37	4.43	4.5	4.27	4.43	4.43	5
Susan Tsu	54-811	10.45	4.53	4.17	4.27	4.39	4.58	4.58	4.75	4.42	4.45	6
"Tsu, S."	54-811	10.45	4.53	4.17	4.27	4.39	4.58	4.58	4.75	4.42	4.45	6
Susan Tsu	54-812	8	4.67	4.33	4	4.33	4.67	3.33	4.67	4	4.67	1
"Tsu, S."	54-812	8	4.67	4.33	4	4.33	4.67	3.33	4.67	4	4.67	1
"Russman, B."	54-813	14	5	3	3	5	5	4	5	5	5	1
Brian Russman	54-813	14	5	3	3	5	5	4	5	5	5	1
Hugh Hanson	54-813	14	5	5	5	5	5	5	5	4	5	1
Hugh Hanson	54-814	13.88	5	4.62	4.5	4.88	5	4.62	5	4.88	5	2
"Chu, K."	54-814	12.62	4.62	4.75	4.75	4.75	4.88	4.62	4.62	4.62	4.62	2
Kenneth Chu	54-814	12.62	4.62	4.75	4.75	4.75	4.88	4.62	4.62	4.62	4.62	2
"Russman, B."	54-814	14	5	3.5	4	5	5	5	5	5	5	1
Brian Russman	54-814	14	5	3.5	4	5	5	5	5	5	5	1
"Aagaard, M."	54-814	9.5	5	4.75	4.75	4.75	4.75	4.5	4.75	4.5	4.75	1
Tina Shackleford	54-815	3.5	3	3	2.83	2.83	3	3	4.33	3.17	2.83	3
"Shackleford, T."	54-815	3.5	3	3	2.83	2.83	3	3	4.33	3.17	2.83	3
Tina Shackleford	54-816	5.7	4.7	4.6	4.7	3.7	4.5	4.23	4.03	4.23	4.4	5
"Shackleford, T."	54-816	5.7	4.7	4.6	4.7	3.7	4.5	4.23	4.03	4.23	4.4	5
"Sissons, N."	54-819	2.25	4.67	4.42	4.33	4.58	4.67	4.17	4.33	4.42	4.67	3
Narelle Sissons	54-819	2.25	4.67	4.42	4.33	4.58	4.67	4.17	4.33	4.42	4.67	3
"Zamborsky, B."	54-819	2.93	4.36	4.29	4.36	4.6	4.36	4.29	4.19	4.19	4.19	2
Beth Zamborsky	54-819	2.93	4.36	4.29	4.36	4.6	4.36	4.29	4.19	4.19	4.19	2
"Zamborsky, B."	54-820	3.75	4.79	4.79	4.42	4.75	4.21	4.54	4.83	4.79	4.67	4
Beth Zamborsky	54-820	3.75	4.79	4.79	4.42	4.75	4.21	4.54	4.83	4.79	4.67	4
"Sissons, N."	54-820	2	4	4.5	4	4	4	4.5	4	4	4	1
Narelle Sissons	54-820	2	4	4.5	4	4	4	4.5	4	4	4	1
"Sissons, N."	54-821	11	4	3.5	3.5	3.5	3.5	3.5	4	4	3	2
Narelle Sissons	54-821	11	4	3.5	3.5	3.5	3.5	3.5	4	4	3	2
"Handel, R."	54-821	14	5	5	5	5	5	5	5	5	5	1
Robert Handel	54-821	14	5	5	5	5	5	5	5	5	5	1
"Weems, M."	54-821	8	4	4	4	4	4	4	4	4	4	1
Marianne Weems	54-821	8	4	4	4	4	4	4	4	4	4	1
Gregory Lehane	54-821	8	3	3	3	3	3	3	3	3	3	1
"Lehane, G."	54-821	8	3	3	3	3	3	3	3	3	3	1
"Shea, L."	54-821	14	1	1	1	1	1	1	1	1	1	1
Lawrence Shea	54-821	14	1	1	1	1	1	1	1	1	1	1
"Shea, L."	54-822	13	4.67	4.33	4.33	4.67	4.67	4.67	4.33	4.33	4	3
Lawrence Shea	54-822	13	4.67	4.33	4.33	4.67	4.67	4.67	4.33	4.33	4	3
"Sissons, N."	54-822	13.5	4.33	3.67	4	4.17	3.83	4	4.33	4	4	3
Narelle Sissons	54-822	13.5	4.33	3.67	4	4.17	3.83	4	4.33	4	4	3
"Weems, M."	54-822	13.5	4.17	3.67	3.83	3.67	4	4	3.33	3.83	3.33	3
Marianne Weems	54-822	13.5	4.17	3.67	3.83	3.67	4	4	3.33	3.83	3.33	3
"Russman, B."	54-826	5.64	4.4	4.17	4.17	4.33	4.4	4.23	4.47	4.13	4.1	5
Brian Russman	54-826	5.64	4.4	4.17	4.17	4.33	4.4	4.23	4.47	4.13	4.1	5
"Russman, B."	54-830	8	5	5	5	5	5	5	5	5	5	1
Brian Russman	54-830	8	5	5	5	5	5	5	5	5	5	1
"Sissons, N."	54-831	9.79	4.01	3.66	3.61	4.14	3.8	3.61	4.26	3.85	3.42	6
Narelle Sissons	54-831	9.79	4.01	3.66	3.61	4.14	3.8	3.61	4.26	3.85	3.42	6
Suttirat Larlarb	54-831	11.78	4.28	4	3.83	4.39	4.33	4.44	4.67	4.39	3.94	3
"Larlarb, S."	54-831	11.78	4.28	4	3.83	4.39	4.33	4.44	4.67	4.39	3.94	3
"Eshelman, M."	54-831	12	3.5	3.25	3	3.5	3.25	3.25	4.25	3.25	3	1
Melinda Eshelman	54-831	12	3.5	3.25	3	3.5	3.25	3.25	4.25	3.25	3	1
"Sissons, N."	54-832	13.22	4	3.52	3.7	3.95	3.75	3.55	4.25	3.83	3.88	4
Narelle Sissons	54-832	13.22	4	3.52	3.7	3.95	3.75	3.55	4.25	3.83	3.88	4
"Mundell, A."	54-832	15.07	4.93	4.93	4.77	4.7	4.7	4.77	5	5	4.77	3
Anne Mundell	54-832	15.07	4.93	4.93	4.77	4.7	4.7	4.77	5	5	4.77	3
"Cooke, P."	54-832	9.5	4	4	3.5	4	3.5	3.5	4	3.5	3.5	1
"Sissons, N."	54-834	10	4.33	4.33	4.33	4.67	4.67	4.33	4.33	4.33	4.67	1
Narelle Sissons	54-834	10	4.33	4.33	4.33	4.67	4.67	4.33	4.33	4.33	4.67	1
"Sissons, N."	54-835	11	3	2	3	2	2	2	2	3	2	1
Narelle Sissons	54-835	11	3	2	3	2	2	2	2	3	2	1
"Weems, M."	54-835	11	2	3	2	2	3	2	1	3	2	1
Marianne Weems	54-835	11	2	3	2	2	3	2	1	3	2	1
"Shea, L."	54-836	8	4	4	4	4	4	4	4	4	2	1
Lawrence Shea	54-836	8	4	4	4	4	4	4	4	4	2	1
"Weems, M."	54-836	8	4	4	4	4	4	4	4	4	2	1
Marianne Weems	54-836	8	4	4	4	4	4	4	4	4	2	1
"Sissons, N."	54-836	8	3	3	3	3	3	3	3	3	2	1
Narelle Sissons	54-836	8	3	3	3	3	3	3	3	3	2	1
"Zamborsky, B."	54-838	4	4.33	4.17	4.33	4.67	4.17	4.17	4.5	4.17	4.83	3
Beth Zamborsky	54-838	4	4.33	4.17	4.33	4.67	4.17	4.17	4.5	4.17	4.83	3
Tina Shackleford	54-839	2.28	3.63	3.2	3.2	3.23	3.31	3.17	3.64	3.21	3	7
"Shackleford, T."	54-839	2.28	3.63	3.2	3.2	3.23	3.31	3.17	3.64	3.21	3	7
Tina Shackleford	54-840	2	3	3.5	3	2.5	3	3	2.5	2.5	2.5	1
"Shackleford, T."	54-840	2	3	3.5	3	2.5	3	3	2.5	2.5	2.5	1
Suttirat Larlarb	54-841	10	4.67	4.33	5	5	4.67	5	5	5	5	1
"Larlarb, S."	54-841	10	4.67	4.33	5	5	4.67	5	5	5	5	1
Susan Tsu	54-842	10.75	4.17	3.75	3.92	3.95	4.39	4.08	3.92	3.89	4.05	6
"Tsu, S."	54-842	10.75	4.17	3.75	3.92	3.95	4.39	4.08	3.92	3.89	4.05	6
Barbara Anderson	54-843	5	4	4	4	4	4	4	4	4	4	1
Barbara Anderson	54-844	6.5	4	4	3.5	4	4	3.5	4.5	4	4	2
"Chu, K."	54-844	8	4.5	4.5	4.67	4.33	4.83	4.5	4.5	4.5	3.92	2
Kenneth Chu	54-844	8	4.5	4.5	4.67	4.33	4.83	4.5	4.5	4.5	3.92	2
"Russman, B."	54-845	11.5	4.73	4.73	4.73	4.86	4.86	4.73	3.98	4.42	4.54	4
Brian Russman	54-845	11.5	4.73	4.73	4.73	4.86	4.86	4.73	3.98	4.42	4.54	4
"Sissons, N."	54-846	11.5	4.56	4.38	4.38	4.12	4.56	4.62	4.56	4.5	3.88	4
Narelle Sissons	54-846	11.5	4.56	4.38	4.38	4.12	4.56	4.62	4.56	4.5	3.88	4
"Boevers, D."	54-847	8.25	3.89	3.56	3.56	3.78	4.22	4.22	4.33	3.78	3.78	3
